,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,total_grades,total_grade_avg
178,0,0,16,0,1,1,4,2,4,3,1,0,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,10,8,9,27,9.0
179,0,0,17,1,1,1,4,3,2,2,0,0,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,10,10,11,31,10.333333333333334
180,0,0,16,1,1,1,4,3,4,2,2,0,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,9,8,8,25,8.333333333333334
181,0,0,16,1,1,1,3,3,3,2,2,0,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,12,37,12.333333333333334
182,0,1,17,1,1,1,2,4,3,3,3,1,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17,50,16.666666666666668
183,0,1,17,1,0,1,3,3,2,2,3,0,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9,9,8,26,8.666666666666666
184,0,1,16,1,1,1,3,2,2,2,3,0,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12,13,12,37,12.333333333333334
185,0,0,17,1,1,1,3,3,3,3,1,0,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,12,12,11,35,11.666666666666666
186,0,0,16,1,1,1,1,2,3,3,1,0,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11,12,11,34,11.333333333333334
187,0,0,16,1,0,1,2,1,2,2,0,0,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15,45,15.0
188,0,1,17,1,1,0,3,3,1,2,3,0,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9,24,8.0
189,0,0,17,0,1,1,1,2,0,2,2,0,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8,9,10,27,9.0
190,0,1,16,1,1,1,2,3,3,3,0,0,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13,36,12.0
191,0,1,17,1,1,1,1,1,0,3,0,0,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9,25,8.333333333333334
192,0,0,17,1,1,1,1,2,0,3,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7,8,8,23,7.666666666666667
193,0,0,16,0,1,1,3,3,3,3,3,0,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,8,9,10,27,9.0
194,0,0,16,1,1,1,2,3,2,2,2,1,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,14,41,13.666666666666666
195,0,1,17,1,0,1,2,4,3,3,0,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15,44,14.666666666666666
196,0,0,17,1,1,1,4,4,3,4,2,0,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16,48,16.0
197,0,0,16,0,0,1,3,3,4,2,2,1,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,10,28,9.333333333333334
198,0,1,17,1,1,1,4,4,3,4,2,0,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,54,18.0
199,0,1,16,1,0,1,4,4,4,4,3,0,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,28,9.333333333333334
200,0,1,16,1,1,1,4,3,1,2,2,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,48,16.0
201,0,1,16,1,1,1,2,3,2,2,3,0,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,28,9.333333333333334
202,0,1,17,1,1,1,1,1,2,2,0,0,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,28,9.333333333333334
203,0,1,17,0,1,1,2,2,2,2,3,0,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,19,6.333333333333333
204,0,1,16,0,1,1,2,2,3,3,3,0,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,31,10.333333333333334
205,0,1,17,1,1,1,3,4,0,3,2,0,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,28,9.333333333333334
206,0,1,16,1,1,0,3,1,3,2,0,0,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,21,7.0
207,0,1,16,1,1,1,4,3,4,2,1,0,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,36,12.0
208,0,1,16,1,1,1,1,1,0,2,2,0,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,28,9.333333333333334
209,0,1,17,0,1,1,4,3,4,2,3,0,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,21,7.0
210,0,1,19,1,1,1,3,3,2,2,3,2,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,24,8.0
211,0,0,17,1,0,1,4,4,3,2,2,0,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,37,12.333333333333334
212,0,1,16,1,1,0,2,2,2,2,3,0,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,39,13.0
213,0,0,18,1,1,1,2,2,3,2,2,0,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,21,7.0
214,0,1,17,0,0,1,4,4,3,2,1,0,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,28,9.333333333333334
215,0,1,17,1,0,1,3,2,2,2,3,0,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,44,14.666666666666666
216,0,1,17,1,1,1,4,3,2,2,3,0,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,16,5.333333333333333
217,0,0,18,1,0,1,3,3,3,1,2,1,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,20,6.666666666666667
218,0,1,17,1,1,1,2,3,0,2,2,1,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,22,7.333333333333333
219,0,1,17,1,1,1,2,2,0,0,0,0,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,29,9.666666666666666
220,0,1,17,0,1,1,2,1,0,3,3,0,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,18,6.0
221,0,1,17,1,1,1,1,1,0,2,3,0,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,11,3.6666666666666665
222,0,1,16,1,1,1,2,3,3,4,1,0,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,49,16.333333333333332
223,0,0,18,1,1,1,2,2,2,2,2,0,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,38,12.666666666666666
224,0,1,16,1,1,1,4,4,4,3,2,0,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,40,13.333333333333334
225,0,1,18,0,1,1,3,1,2,2,3,0,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,24,8.0
226,0,1,17,1,1,1,3,2,2,2,0,0,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,46,15.333333333333334
227,0,0,17,1,0,1,2,3,3,3,3,1,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,35,11.666666666666666
228,0,0,18,1,0,1,2,1,0,2,0,0,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,27,9.0
229,0,1,17,1,1,0,2,1,2,2,0,0,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,34,11.333333333333334
230,0,1,17,1,0,1,4,3,1,2,3,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,40,13.333333333333334
231,0,0,17,0,1,1,2,2,2,2,0,1,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,33,11.0
232,0,0,17,1,1,1,4,4,4,4,3,0,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,29,9.666666666666666
233,0,0,16,1,1,1,4,4,1,2,3,1,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,40,13.333333333333334
234,0,0,16,1,0,1,1,1,2,2,2,0,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,22,7.333333333333333
235,0,0,16,1,1,1,3,2,0,2,3,0,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,30,10.0
236,0,0,17,1,0,1,2,2,2,2,2,1,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,40,13.333333333333334
237,0,1,16,1,1,1,2,1,2,2,2,0,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,37,12.333333333333334
238,0,1,17,0,1,1,2,1,0,3,0,0,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,35,11.666666666666666
239,0,0,18,1,1,1,2,2,2,3,3,1,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,14,4.666666666666667
240,0,0,17,1,0,1,4,3,1,2,0,0,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,36,12.0
241,0,0,17,0,0,0,4,4,4,2,0,0,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,33,11.0
242,0,0,16,1,0,1,4,3,4,2,0,0,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,6,2.0
243,0,0,16,1,1,1,4,4,3,3,0,0,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,37,12.333333333333334
244,0,1,18,1,1,1,2,1,2,2,0,2,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,7,2.3333333333333335
245,0,0,16,1,1,1,2,1,2,2,0,0,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,54,18.0
246,0,0,17,1,1,1,2,3,2,2,0,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,37,12.333333333333334
247,0,0,22,1,1,1,3,1,3,3,1,0,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,22,7.333333333333333
248,0,0,18,0,0,1,3,3,2,3,0,0,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,13,4.333333333333333
249,0,0,16,1,1,1,0,2,2,2,1,0,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,43,14.333333333333334
250,0,0,18,1,1,1,3,2,3,2,0,0,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,22,7.333333333333333
251,0,0,16,1,1,1,3,3,0,2,3,2,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,27,9.0
252,0,0,18,1,1,1,2,1,3,3,1,0,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8,23,7.666666666666667
253,0,0,16,0,1,1,2,1,2,2,0,0,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,8,25,8.333333333333334
254,0,0,17,0,1,1,2,1,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,12,32,10.666666666666666
255,0,0,17,1,0,1,1,1,1,2,0,0,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,7,9,8,24,8.0
256,0,1,17,1,0,1,4,2,4,3,3,0,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,39,13.0
257,0,0,19,1,0,0,4,3,3,0,3,0,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11,33,11.0
258,0,0,18,1,1,1,2,1,2,2,2,0,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14,43,14.333333333333334
259,0,1,17,1,0,1,2,2,3,3,0,1,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,19,6.333333333333333
260,0,1,18,1,1,1,4,3,3,2,2,1,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,53,17.666666666666668
261,0,0,18,1,1,1,4,3,4,2,0,0,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,8,24,8.0
262,0,0,18,0,1,1,3,2,2,2,0,0,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,37,12.333333333333334
263,0,1,17,1,1,1,3,3,2,2,2,0,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,28,9.333333333333334
264,0,1,18,1,1,1,2,2,0,3,2,0,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,19,6.333333333333333
265,0,0,18,0,0,0,3,4,2,2,3,0,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,51,17.0
266,0,0,17,1,1,1,3,1,3,2,1,0,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,28,9.333333333333334
267,0,1,18,0,1,1,4,4,4,2,3,0,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,33,11.0
268,0,0,18,1,1,1,4,2,1,2,3,1,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,29,9.666666666666666
269,0,1,18,0,1,1,2,1,2,2,3,0,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,6,2.0
270,0,1,19,1,1,1,3,3,2,3,2,2,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,27,9.0
271,0,1,18,1,1,1,2,3,2,3,3,1,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,43,14.333333333333334
272,0,1,18,1,0,1,1,1,2,2,2,0,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,11,33,11.0
273,0,0,17,0,1,1,1,2,0,0,2,0,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14,43,14.333333333333334
274,0,1,17,1,1,1,2,4,0,1,3,0,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,10,30,10.0
275,0,1,17,1,0,1,2,2,3,2,0,0,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,36,12.0
276,0,1,18,0,1,0,3,2,2,3,2,0,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9,28,9.333333333333334
277,0,0,18,1,1,1,4,4,4,3,2,0,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,9,9,27,9.0
278,0,1,18,1,1,1,4,4,1,1,3,1,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9,8,8,25,8.333333333333334
279,0,0,18,1,0,1,4,3,4,3,0,0,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,10,31,10.333333333333334
280,0,0,17,1,0,0,4,1,3,2,2,0,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,8,8,24,8.0
281,0,0,17,1,0,0,3,2,4,3,2,0,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11,9,10,30,10.0
282,0,1,18,0,0,1,1,1,0,2,3,0,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12,36,12.0
283,0,1,18,1,1,1,1,1,2,2,2,0,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,10,27,9.0
284,0,1,17,1,1,1,2,2,2,2,0,0,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,11,30,10.0
285,0,0,17,1,1,1,1,1,2,2,3,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,12,10,11,33,11.0
286,0,1,18,1,1,1,2,2,0,0,1,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19,55,18.333333333333332
287,0,1,17,1,1,1,1,1,3,4,3,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12,37,12.333333333333334
288,0,0,18,1,1,1,2,1,3,3,3,0,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,14,43,14.333333333333334
289,0,0,18,1,0,0,4,4,4,4,3,0,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,15,43,14.333333333333334
290,0,0,18,1,1,1,4,2,4,2,2,0,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,11,34,11.333333333333334
291,0,1,17,1,1,1,4,3,1,3,3,0,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15,45,15.0
292,0,1,18,1,0,1,2,1,3,0,3,0,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13,37,12.333333333333334
293,0,1,17,0,0,1,3,1,3,2,3,0,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18,54,18.0
294,0,0,18,0,0,1,3,2,3,2,3,0,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,14,41,13.666666666666666
295,0,0,17,1,1,1,3,3,1,2,2,0,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,11,37,12.333333333333334
296,0,1,19,1,1,1,4,4,1,2,3,2,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,10,9,0,19,6.333333333333333
297,0,1,18,1,0,1,4,3,2,2,2,2,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,8,26,8.666666666666666
298,0,1,18,1,1,1,4,3,2,2,3,1,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14,41,13.666666666666666
299,0,0,18,1,0,1,4,4,4,4,2,0,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,16,47,15.666666666666666
300,0,1,18,1,0,0,4,4,1,2,2,0,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11,33,11.0
301,0,0,17,1,0,1,4,4,2,4,2,1,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,11,11,10,32,10.666666666666666
302,0,1,17,1,1,1,4,2,2,2,3,0,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14,41,13.666666666666666
303,0,1,17,1,1,1,3,2,1,1,3,1,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18,52,17.333333333333332
304,0,0,19,1,1,1,3,3,2,2,2,2,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,15,14,13,42,14.0
305,0,1,18,1,1,1,2,4,3,0,3,2,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12,38,12.666666666666666
306,0,0,20,1,1,0,3,2,3,2,0,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18,53,17.666666666666668
307,0,0,19,1,1,1,4,4,4,3,3,2,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8,9,8,25,8.333333333333334
308,0,0,19,0,1,1,3,3,2,3,3,1,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12,39,13.0
309,0,1,19,1,0,1,1,1,0,2,3,2,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10,32,10.666666666666666
310,0,1,19,1,0,1,1,2,3,3,2,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,9,9,0,18,6.0
311,0,1,19,1,1,1,2,1,0,2,1,2,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13,39,13.0
312,0,0,19,1,1,1,1,2,2,3,0,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,13,11,11,35,11.666666666666666
313,0,1,19,1,0,1,3,2,3,2,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11,34,11.333333333333334
314,0,1,19,1,1,1,1,1,0,1,2,2,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13,41,13.666666666666666
315,0,1,19,0,1,1,2,3,2,2,3,2,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11,35,11.666666666666666
316,0,1,18,1,1,1,2,1,3,2,0,0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,16,5.333333333333333
317,0,1,18,1,1,1,4,3,2,2,0,0,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,9,28,9.333333333333334
318,0,1,17,0,1,1,3,4,0,3,0,1,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,10,32,10.666666666666666
319,0,1,18,1,1,1,4,4,4,2,0,0,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11,33,11.0
320,0,1,17,1,1,0,4,3,3,3,0,0,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13,39,13.0
321,0,1,17,1,1,1,2,2,2,2,0,0,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,9,29,9.666666666666666
322,0,1,17,0,0,1,2,2,3,3,0,0,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,11,33,11.0
323,0,1,17,1,1,1,3,1,3,3,0,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15,41,13.666666666666666
324,0,1,17,1,0,1,0,2,0,0,2,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15,46,15.333333333333334
325,0,0,18,1,1,1,4,4,2,2,0,0,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9,12,11,32,10.666666666666666
326,0,0,17,1,1,1,3,3,2,3,3,0,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,16,45,15.0
327,0,0,17,0,1,1,2,2,3,2,0,0,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,11,10,10,31,10.333333333333334
328,0,1,17,1,1,1,4,4,4,3,0,0,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9,28,9.333333333333334
329,0,1,17,1,1,1,4,4,4,4,0,0,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14,42,14.0
330,0,0,18,1,0,1,2,2,2,2,0,0,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9,8,8,25,8.333333333333334
331,0,1,17,0,1,1,2,4,0,2,0,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14,40,13.333333333333334
332,0,1,18,1,1,1,3,3,3,3,2,0,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7,0,0,7,2.3333333333333335
333,0,1,18,1,0,1,2,2,2,2,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8,8,0,16,5.333333333333333
334,0,1,18,0,1,1,2,2,0,2,0,0,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,19,6.333333333333333
335,0,1,17,1,1,1,3,4,3,2,0,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15,46,15.333333333333334
336,0,1,19,0,1,0,3,1,3,0,2,2,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13,40,13.333333333333334
337,0,1,17,1,1,1,3,2,2,2,2,0,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,15,5.0
338,0,1,18,1,0,1,3,3,3,3,2,0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17,48,16.0
339,0,1,17,0,1,0,3,2,2,2,2,0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10,29,9.666666666666666
340,0,1,19,1,1,1,2,1,3,3,2,2,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,12,11,34,11.333333333333334
341,0,0,18,1,1,1,4,4,4,3,2,1,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0,20,6.666666666666667
342,0,0,18,1,0,1,3,4,3,2,2,0,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,15,46,15.333333333333334
343,0,1,17,1,1,0,2,2,0,0,2,1,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,17,5.666666666666667
344,0,1,18,1,1,1,2,3,0,2,0,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10,31,10.333333333333334
345,0,1,18,1,1,1,3,2,2,3,1,0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14,40,13.333333333333334
346,0,0,18,0,1,1,4,3,4,3,0,0,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,16,47,15.666666666666666
347,0,0,18,1,1,1,4,3,4,2,0,0,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,9,29,9.666666666666666
348,0,1,17,1,1,1,4,3,1,2,3,0,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15,43,14.333333333333334
349,1,0,18,0,1,1,3,2,2,2,0,0,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11,13,13,37,12.333333333333334
350,1,0,19,0,1,1,1,1,2,3,2,2,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,7,8,23,7.666666666666667
351,1,0,17,1,1,1,3,3,1,2,0,0,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,13,39,13.0
352,1,0,18,1,0,1,1,3,0,3,0,0,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,7,8,23,7.666666666666667
353,1,0,19,0,1,1,1,1,2,2,2,2,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,8,8,24,8.0
354,1,0,17,0,1,1,4,3,3,2,2,0,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,11,35,11.666666666666666
355,1,1,18,1,1,1,3,3,3,3,0,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,9,9,28,9.333333333333334
356,1,1,17,0,1,1,4,4,4,3,1,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13,38,12.666666666666666
357,1,1,17,1,0,0,3,2,3,2,3,0,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,11,35,11.666666666666666
